HP:0000001	All
HP:0001838	Synonym('Rocker-bottom feet', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001838	Synonym('Rocker bottom foot', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001839	Split foot
HP:0001839	Synonym('Foot ectrodactyly', scope='EXACT')
HP:0001839	Synonym('Split foot', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001839	Synonym('Split-foot', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001839	Synonym('Lobster-claw foot deformity', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001840	Metatarsus adductus
HP:0001840	Synonym('Sickle foot', scope='EXACT')
HP:0001840	Synonym('Forefoot varus', scope='EXACT')
HP:0001840	Synonym('Metatarsus adductovarsus', scope='EXACT')
HP:0001840	Synonym('Sickled feet', scope='EXACT')
HP:0001840	Synonym('Intoe', scope='RELATED')
HP:0001840	Synonym('Front half of foot turns inward', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0002-6548-5200'), Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0001840	Synonym('Metatarsus varus', scope='EXACT')
HP:0001841	Preaxial foot polydactyly
HP:0001841	Synonym('Preaxial polydactyly of the feet', scope='EXACT', xrefs={Xref('https://orcid.org/0000-0002-0736-9199')})
HP:0001841	Synonym('Preaxial polydactyly of foot', scope='EXACT')
HP:0001841	Synonym('Partial/complete duplication of the phalanges of the big toe', scope='EXACT', xrefs={Xref('https://orcid.org/0000-0002-0736-9199')})
HP:0001841	Synonym('Preaxial polydactyly, feet', scope='EXACT')
HP:0001841	Synonym('Preaxial hallucal polydactyly', scope='EXACT')
HP:0001841	Synonym('Preaxial polydactyly of feet', scope='EXACT')
HP:0001841	Synonym('Polydactyly affecting the hallux', scope='EXACT')
HP:0001842	Foot acroosteolysis
HP:0001842	Synonym('Acroosteolysis of feet', scope='EXACT')
HP:0001844	Abnormal hallux morphology
HP:0001844	Synonym('Abnormality of the hallux', scope='EXACT')
HP:0001844	Synonym('Abnormality of the big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0001844	Synonym('Abnormalities of the hallux', scope='EXACT')
HP:0001845	Overlapping toe
HP:0001845	Synonym('Overriding toes', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001845	Synonym('Overlapping toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001845	Synonym('Overlapping toes', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0002-5316-1399')})
HP:0001845	Synonym('Crossover toe', scope='RELATED', type=SynonymType('layperson', 'layperson term'))
HP:0001847	Long hallux
HP:0001847	Synonym('Long halluces', scope='EXACT')
HP:0001847	Synonym('Large halluces', scope='EXACT')
HP:0001847	Synonym('Increased length of the hallux', scope='EXACT')
HP:0001847	Synonym('Long big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0001848	Calcaneovalgus deformity
HP:0001848	Synonym('Foot and ankle bend up toward shin of leg', scope='BROAD', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0002-6548-5200')})
HP:0001848	Synonym('Calcaneovalgus Foot', scope='EXACT')
HP:0001848	Synonym('Valgus position of the calcaneus', scope='EXACT')
HP:0001848	Synonym('Calcaneovalgus', scope='EXACT')
HP:0001849	Foot oligodactyly
HP:0001849	Synonym('Oligodactyly of feet', scope='EXACT')
HP:0001849	Synonym('Missing toes', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001850	Abnormality of the tarsal bones
HP:0001850	Synonym('Abnormal ankle bones', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0001850	Synonym('Abnormal tarsals', scope='EXACT')
HP:0001852	Sandal gap
HP:0001852	Synonym('Wide-spaced big toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0001852	Synonym('Sandal gap between first and second toes', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001852	Synonym('Widely spaced first and second toes', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001852	Synonym('Widely spaced 1st-2nd toes', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001852	Synonym('Gap between 1st and 2nd toes', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001852	Synonym('Increased space between first and second toes', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001852	Synonym('Gap between first and second toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001852	Synonym('Wide space between first and second toes', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001852	Synonym('Widened gap 1st-2nd toes', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001852	Synonym('Wide space between 1st, 2nd toes', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001852	Synonym('Widened gap first and second toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001852	Synonym('Space between great toe and second toe', scope='EXACT')
HP:0001853	Bifid distal phalanx of toe
HP:0001853	Synonym('Bifid distal phalanges of toes', scope='EXACT')
HP:0001853	Synonym('Notched outermost bones of toes', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-6908-9849')})
HP:0001853	Synonym('Bifid terminal phalanx of toe', scope='EXACT')
HP:0001854	Podagra
HP:0001854	Synonym('Gout of big toe', scope='EXACT')
HP:0001857	Short distal phalanx of toe
HP:0001857	Synonym('Hypoplastic distal phalanges of feet', scope='EXACT')
HP:0001857	Synonym('Short outermost bone of toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0001859	Distal foot symphalangism
HP:0001862	obsolete Acral ulceration and osteomyelitis leading to autoamputation of the digits (feet)
HP:0001863	Toe clinodactyly
HP:0001863	Synonym('Clinodactyly of feet', scope='EXACT')
HP:0001863	Synonym('Toe curvature', scope='BROAD', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0001864	Clinodactyly of the 5th toe
HP:0001864	Synonym('Curvature of the pinkie toe', scope='BROAD', xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0001864	Synonym('Curvature of the pinky toe', scope='BROAD', xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0001864	Synonym('Curvature of the little toe', scope='BROAD', xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0001868	Autoamputation of foot
HP:0001869	Deep plantar creases
HP:0001869	Synonym('Deep wrinkles in soles of feet', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0002-6548-5200')})
HP:0001870	Acroosteolysis of distal phalanges (feet)
HP:0001870	Synonym('Acroosteolysis of distal phalanges of feet', scope='EXACT')
HP:0001871	Abnormality of blood and blood-forming tissues
HP:0001871	Synonym('Hematologic disease', scope='RELATED')
HP:0001871	Synonym('Abnormality of the haematopoietic system', scope='EXACT', type=SynonymType('uk_spelling', 'UK spelling'))
HP:0001871	Synonym('Abnormality of the hematopoietic system', scope='EXACT')
HP:0001871	Synonym('Hematological abnormality', scope='EXACT')
HP:0001871	Synonym('Abnormality of blood and blood-forming tissues', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001871	Synonym('Haematological abnormality', scope='EXACT', type=SynonymType('uk_spelling', 'UK spelling'))
HP:0001872	Abnormality of thrombocytes
HP:0001872	Synonym('Blood platelet disease', scope='RELATED')
HP:0001872	Synonym('Platelet abnormalities', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001872	Synonym('Thrombasthenia', scope='RELATED')
HP:0001873	Thrombocytopenia
HP:0001873	Synonym('Low platelet count', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001874	Abnormality of neutrophils
HP:0001874	Synonym('Abnormality of neutrophils', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001874	Synonym('Abnormality of neutrophil', scope='EXACT')
HP:0001874	Synonym('Abnormality of polymorphonuclear neutrophils', scope='EXACT')
HP:0001875	Neutropenia
HP:0001875	Synonym('Peripheral neutropenia', scope='EXACT')
HP:0001875	Synonym('Low blood neutrophil count', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0001875	Synonym('Low neutrophil count', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001875	Synonym('Neutropoenia', scope='EXACT', type=SynonymType('uk_spelling', 'UK spelling'))
HP:0001876	Pancytopenia
HP:0001876	Synonym('Pancytopaenia', scope='EXACT', type=SynonymType('uk_spelling', 'UK spelling'))
HP:0001876	Synonym('Low blood cell count', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0001877	Abnormal erythrocyte morphology
HP:0001877	Synonym('Abnormality of erythroid lineage cell', scope='RELATED')
HP:0001877	Synonym('Abnormality of red blood cells', scope='EXACT')
HP:0001877	Synonym('Abnormality of erythrocytes', scope='EXACT')
HP:0001878	Hemolytic anemia
HP:0001878	Synonym('Haemolytic anemia', scope='EXACT')
HP:0001878	Synonym('Hemolytic anaemia', scope='EXACT', type=SynonymType('uk_spelling', 'UK spelling'))
HP:0001878	Synonym('Haemolytic anaemia', scope='EXACT', type=SynonymType('uk_spelling', 'UK spelling'))
HP:0001878	Synonym('Increased hemolysis', scope='EXACT')
HP:0001879	Abnormal eosinophil morphology
HP:0001879	Synonym('Abnormality of eosinophils', scope='EXACT')
HP:0001880	Eosinophilia
HP:0001880	Synonym('High blood eosinophil count', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0001881	Abnormal leukocyte morphology
HP:0001881	Synonym('Abnormality of leukocytes', scope='EXACT')
HP:0001882	Leukopenia
HP:0001882	Synonym('Low white blood cell count', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001882	Synonym('Decreased blood leukocyte number', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0001883	Talipes
HP:0001883	Synonym('Talipes foot deformities', scope='RELATED', xrefs={Xref('https://orcid.org/0000-0002-5316-1399')})
HP:0001884	Talipes calcaneovalgus
HP:0001884	Synonym('Pes calcaneovarus', scope='EXACT')
HP:0001885	Short 2nd toe
HP:0001885	Synonym('Short second toe', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001886	Foot osteomyelitis
HP:0001886	Synonym('Foot bone infection', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001888	Lymphopenia
HP:0001888	Synonym('Low lymphocyte number', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-7941-2961')})
HP:0001888	Synonym('Lymphocytopenia', scope='EXACT')
HP:0001888	Synonym('Decreased blood lymphocyte number', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0001888	Synonym('Absolute lymphocyte count decrease', scope='EXACT')
HP:0001889	Megaloblastic anemia
HP:0001889	Synonym('Megaloblastic anaemia', scope='EXACT', type=SynonymType('uk_spelling', 'UK spelling'))
HP:0001890	Autoimmune hemolytic anemia
HP:0001890	Synonym('Autoimmune haemolytic anaemia', scope='EXACT', type=SynonymType('uk_spelling', 'UK spelling'))
HP:0001890	Synonym('Hemolytic anemia, autoimmune', scope='EXACT')
HP:0001890	Synonym('Autoimmune haemolytic anemia', scope='EXACT')
HP:0001890	Synonym('Autoimmune hemolytic anaemia', scope='EXACT', type=SynonymType('uk_spelling', 'UK spelling'))
HP:0001006	obsolete Hypotrichosis
HP:0001007	Hirsutism
HP:0001007	Synonym('Excessive hairiness', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0002-6548-5200'), Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0001008	Accumulation of melanosomes in melanocytes
HP:0001009	Telangiectasia
HP:0001009	Synonym('Telangiectases', scope='EXACT')
HP:0001009	Synonym('Spider veins', scope='RELATED', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-6908-9849')})
HP:0001010	Hypopigmentation of the skin
HP:0001010	Synonym('Hypopigmented skin', scope='EXACT')
HP:0001010	Synonym('Skin hypopigmentation', scope='RELATED')
HP:0001010	Synonym('Patchy lightened skin', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001010	Synonym('Hypopigmentation', scope='EXACT')
HP:0001011	obsolete Diaphoresis (with pheochromocytoma)
HP:0001012	Multiple lipomas
HP:0001012	Synonym('Lipomatosis', scope='RELATED')
HP:0001012	Synonym('Lipomas', scope='RELATED')
HP:0001012	Synonym('Multiple fatty lumps', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0002-6548-5200'), Xref('https://orcid.org/0000-0001-5208-3432')})
HP:0001013	Eruptive xanthomas
HP:0001014	Angiokeratoma
HP:0001014	Synonym('Angiokeratomas', scope='EXACT')
HP:0001015	Prominent superficial veins
HP:0001015	Synonym('Prominent veins', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-6908-9849')})
HP:0001015	Synonym('Marked subcutaneous veins', scope='EXACT')
HP:0001017	Anemic pallor
HP:0001017	Synonym('Anaemic pallor', scope='EXACT', type=SynonymType('uk_spelling', 'UK spelling'))
HP:0001018	Abnormal palmar dermatoglyphics
HP:0001019	Erythroderma
HP:0001019	Synonym('Generalized erythroderma', scope='EXACT')
HP:0001019	Synonym('Generalised erythroderma', scope='EXACT', type=SynonymType('uk_spelling', 'UK spelling'))
HP:0001019	Synonym('Generalized erythrodermia', scope='EXACT')
HP:0001019	Synonym('Exfoliative dermititis', scope='EXACT', xrefs={Xref('https://orcid.org/0000-0001-6908-9849')})
HP:0001019	Synonym('Red scaly skin caused by inflammatory skin disease', scope='BROAD', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0002-6548-5200')})
HP:0001019	Synonym('Generalised erythrodermia', scope='EXACT', type=SynonymType('uk_spelling', 'UK spelling'))
HP:0001022	Albinism
HP:0001022	Synonym('Albinism', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001022	Synonym('Achromasia', scope='EXACT', xrefs={Xref('https://orcid.org/0000-0001-6908-9849')})
HP:0001024	Skin dimple over apex of long bone angulation
HP:0001025	Urticaria
HP:0001025	Synonym('Hives', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001026	Penetrating foot ulcers
HP:0001026	Synonym('Penetrating foot ulcers', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001027	Soft, doughy skin
HP:0001027	Synonym('Soft, doughy skin', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001028	Hemangioma
HP:0001028	Synonym('Strawberry mark', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-6908-9849')})
HP:0001028	Synonym('Hemangiomata', scope='RELATED')
HP:0001029	Poikiloderma
HP:0001030	Fragile skin
HP:0001030	Synonym('Skin fragility', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001030	Synonym('Fragile skin', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001031	Subcutaneous lipoma
HP:0001032	Absent distal interphalangeal creases
HP:0001032	Synonym('Absence of skin creases over distal interphalangeal joints', scope='EXACT')
HP:0001032	Synonym('Distal finger flexion creases absent', scope='EXACT')
HP:0001032	Synonym('Aplasia of the distal interphalangeal creases', scope='EXACT')
HP:0001033	Facial flushing after alcohol intake
HP:0001033	Synonym('Facial flushing after alcohol intake', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001034	Hypermelanotic macule
HP:0001034	Synonym('Hyperpigmented macules', scope='EXACT')
HP:0001034	Synonym('Hyperpigmented skin patches', scope='RELATED', type=SynonymType('layperson', 'layperson term'))
HP:0001034	Synonym('Hyperpigmented spots', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001036	Parakeratosis
HP:0001038	Warfarin-induced skin necrosis
HP:0001039	Atheroeruptive xanthoma
HP:0001040	Multiple pterygia
HP:0001041	Facial erythema
HP:0001041	Synonym('Blushing', scope='EXACT', type=SynonymType('layperson', 'layperson term'), xrefs={Xref('https://orcid.org/0000-0001-6908-9849')})
HP:0001041	Synonym('Ruddy face', scope='RELATED', type=SynonymType('layperson', 'layperson term'))
HP:0001041	Synonym('Red in the face', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
HP:0001041	Synonym('Red face', scope='EXACT', type=SynonymType('layperson', 'layperson term'))
