,MIM Number,Preferred Title,symbol
10420,602469,FOLATE RECEPTOR 3, FOLR3
10421,602470,PROSTATE STEM CELL ANTIGEN, PSCA
10422,602471,"SHORT STATURE, AUDITORY CANAL ATRESIA, MANDIBULAR HYPOPLASIA, AND SKELETAL ABNORMALITIES", SAMS
10423,602472,"CREASES, INFRA-AURICULAR CUTANEOUS, WITH TALL STATURE AND ADVANCED BONE AGE",
10424,602473,"ENCEPHALOPATHY, ETHYLMALONIC", EE
10425,602474,"PROTEIN KINASE, MEMBRANE-ASSOCIATED TYROSINE/THREONINE, 1", PKMYT1
10426,602475,OSSIFICATION OF THE POSTERIOR LONGITUDINAL LIGAMENT OF SPINE, OPLL
10427,602476,"FEBRILE SEIZURES, FAMILIAL, 1",
10428,602477,"EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 17", EIG17
10429,602478,tRNA ASPARTIC ACID METHYLTRANSFERASE 1, TRDMT1
10430,602479,"POU DOMAIN, CLASS 3, TRANSCRIPTION FACTOR 1", POU3F1
10431,602480,"POU DOMAIN, CLASS 3, TRANSCRIPTION FACTOR 3", POU3F3
10432,602481,"MIGRAINE, FAMILIAL HEMIPLEGIC, 2", FHM2
10433,602482,"AXENFELD-RIEGER SYNDROME, TYPE 3", RIEG3
10434,602483,AURICULOCONDYLAR SYNDROME 1, ARCND1
10435,602484,PELVIC HYPOPLASIA WITH LOWER-LIMB ARTHROGRYPOSIS,
10436,602485,"HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 3", HHF3
10437,602486,"POP1 HOMOLOG, RIBONUCLEASE P/MRP SUBUNIT", POP1
10438,602487,HEAT-RESPONSIVE PROTEIN 12, HRSP12
10439,602488,CYTOHESIN 2, CYTH2
10440,602489,"KH DOMAIN-CONTAINING, RNA-BINDING, SIGNAL TRANSDUCTION-ASSOCIATED PROTEIN 1", KHDRBS1
10441,602490,NUCLEAR RECEPTOR-INTERACTING PROTEIN 1, NRIP1
10442,602491,"HYPERLIPIDEMIA, FAMILIAL COMBINED, 1", FCHL1
10443,602492,PENTRAXIN 3, PTX3
10444,602493,UV RADIATION RESISTANCE-ASSOCIATED GENE, UVRAG
10445,602494,"CHEMOKINE, CC MOTIF, LIGAND 23", CCL23
10446,602495,"CHEMOKINE, CC MOTIF, LIGAND 24", CCL24
10447,602496,MERCAPTOPYRUVATE SULFURTRANSFERASE, MPST
10448,602497,"CHONDRODYSPLASIA PUNCTATA, BRACHYTELEPHALANGIC, AUTOSOMAL",
10449,602498,TRAFFICKING FROM ER TO GOLGI REGULATOR, TFG
10450,602499,"MACROPHTHALMIA, COLOBOMATOUS, WITH MICROCORNEA", MACOM
10451,602500,"GOLGI AUTOANTIGEN, GOLGIN SUBFAMILY B, 1", GOLGB1
10452,602501,MEGALENCEPHALY-CAPILLARY MALFORMATION-POLYMICROGYRIA SYNDROME, MCAP
10453,602502,GOLGIN A1, GOLGA1
10454,602503,FREQUENTLY REARRANGED IN ADVANCED T-CELL LYMPHOMAS, FRAT1
10455,602504,SHORT STATURE HOMEOBOX 2, SHOX2
10456,602505,PAXILLIN, PXN
10457,602506,CYCLIN T1,
10458,602507,RING FINGER PROTEIN 103, RNF103
10459,602508,"PLATELET-ACTIVATING FACTOR ACETYLHYDROLASE, ISOFORM 1B, BETA SUBUNIT", PAFAH1B2
10460,602509,GOLGIN A4, GOLGA4
10461,602510,"PROTEIN-TYROSINE PHOSPHATASE, RECEPTOR-TYPE, H", PTPRH
10462,602511,PSEUDOACROMEGALY WITH SEVERE INSULIN RESISTANCE,
10463,602512,REGULATOR OF G PROTEIN SIGNALING 12, RGS12
10464,602513,REGULATOR OF G PROTEIN SIGNALING 14, RGS14
10465,602514,REGULATOR OF G PROTEIN SIGNALING 16, RGS16
10466,602515,"PHOSPHOLIPASE D1, GLYCOSYLPHOSPHATIDYLINOSITOL-SPECIFIC", GPLD1
10467,602516,REGULATOR OF G PROTEIN SIGNALING 4, RGS4
10468,602517,REGULATOR OF G PROTEIN SIGNALING 7, RGS7
10469,602518,"LECTIN, GALACTOSIDE-BINDING, SOLUBLE, 4", LGALS4
10470,602519,UBIQUITIN-SPECIFIC PROTEASE 7, USP7
10471,602520,MITOGEN-ACTIVATED PROTEIN KINASE KINASE 5, MAP2K5
10472,602521,MITOGEN-ACTIVATED PROTEIN KINASE 7, MAPK7
10473,602522,"BARTTER SYNDROME, TYPE 4A, NEONATAL, WITH SENSORINEURAL DEAFNESS", BARTS4A
10474,602523,DOWN SYNDROME CELL ADHESION MOLECULE, DSCAM
10475,602524,"PYRUVATE DEHYDROGENASE KINASE, ISOENZYME 1", PDK1
10476,602525,"PYRUVATE DEHYDROGENASE KINASE, ISOENZYME 2", PDK2
10477,602526,"PYRUVATE DEHYDROGENASE KINASE, ISOENZYME 3",
10478,602527,"PYRUVATE DEHYDROGENASE KINASE, ISOENZYME 4", PDK4
10479,602528,"TUBULIN, ALPHA-3C", TUBA3C
10480,602529,"TUBULIN, ALPHA-1A", TUBA1A
10481,602530,"TUBULIN, ALPHA-1B", TUBA1B
10482,602531,GRANGE SYNDROME, GRNG
10483,602532,RNF217 ANTISENSE RNA 1, RNF217AS1
10484,602533,ONCOGENE DJ1, DJ1
10485,602534,"SYNAPTOSOMAL-ASSOCIATED PROTEIN, 23-KD", SNAP23
10486,602535,MARSHALL-SMITH SYNDROME, MRSHSS
10487,602536,"RAB3 GTPase-ACTIVATING PROTEIN, CATALYTIC SUBUNIT", RAB3GAP1
10488,602537,CALPAIN 5, CAPN5
10489,602538,"CUGBP- AND ELAV-LIKE FAMILY, MEMBER 2", CELF2
10490,602539,MITOGEN-ACTIVATED KINASE KINASE KINASE 3, MAP3K3
10491,602540,"ICHTHYOSIS, HYSTRIX-LIKE, WITH DEAFNESS",
10492,602541,"MUSCULAR DYSTROPHY, CONGENITAL, MEGACONIAL TYPE", MDCMC
10493,602542,BASIC TRANSCRIPTION FACTOR 3, BTF3
10494,602543,BASIC TRANSCRIPTION FACTOR 3 PSEUDOGENE 11, BTF3P11
10495,602544,PARKIN RBR E3 UBIQUITIN PROTEIN LIGASE, PRKN
10496,602545,"PROTEIN-TYROSINE PHOSPHATASE, RECEPTOR-TYPE, KAPPA", PTPRK
10497,602546,"ST8 ALPHA-N-ACETYL-NEURAMINIDE ALPHA-2,8-SIALYLTRANSFERASE 2", ST8SIA2
10498,602547,"ST8 ALPHA-N-ACETYL-NEURAMINIDE ALPHA-2,8-SIALYLTRANSFERASE 4", ST8SIA4
10499,602548,OPIOID RECEPTOR-LIKE 1, OPRL1
10500,602549,PROTEIN KINASE N2, PKN2
10501,602550,BRAIN AND MUSCLE ARNT-LIKE PROTEIN 1, BMAL1
10502,602551,JEJUNAL ATRESIA WITH RENAL ADYSPLASIA,
10503,602552,"NUCLEOPORIN, 88-KD", NUP88
10504,602553,"ANAL ATRESIA, HYPOSPADIAS, AND PENOSCROTAL INVERSION",
10505,602554,TORSION DYSTONIA WITH ONSET IN INFANCY,
10506,602555,"MICROCEPHALY, MACROTIA, AND IMPAIRED INTELLECTUAL DEVELOPMENT",
10507,602556,"FACIAL DYSMORPHISM, CLEFT PALATE, HEARING LOSS, AND CAMPTODACTYLY",
10508,602557,"SPONDYLOEPIMETAPHYSEAL DYSPLASIA, SHOHAT TYPE", SEMDSH
10509,602558,CRANIOMICROMELIC SYNDROME,
10510,602559,EXPORTIN 1, XPO1
10511,602560,TRACHEAL ANTIMICROBIAL PEPTIDE,
10512,602561,"BRACHYDACTYLY, INTRAVENTRICULAR SEPTAL DEFECT, AND DEAFNESS",
10513,602562,MANDIBULOFACIAL DYSOSTOSIS WITH MACROBLEPHARON AND MACROSTOMIA,
10514,602563,NK6 HOMEOBOX 1, NKX6-1
10515,602564,"EMPHYSEMA, CONGENITAL, WITH DEAFNESS, PENOSCROTAL WEB, AND INTELLECTUAL DEVELOPMENTAL DISORDER",
10516,602565,"CHEMOKINE, CC MOTIF, LIGAND 25", CCL25
10517,602566,"PURINERGIC RECEPTOR P2X, LIGAND-GATED ION CHANNEL, 7", P2RX7
10518,602567,LIM ZINC FINGER-CONTAINING PROTEIN 1, LIMS1
10519,602568,METHIONINE SYNTHASE REDUCTASE, MTRR
10520,602569,"SYNUCLEIN, BETA", SNCB
10521,602570,JAGGED 2, JAG2
10522,602571,RNA-BINDING MOTIF PROTEIN 4, RBM4
10523,602572,ANNEXIN A11, ANXA11
10524,602573,ANNEXIN A13, ANXA13
10525,602574,"TECTORIN, ALPHA", TECTA
10526,602575,"LIM HOMEOBOX TRANSCRIPTION FACTOR 1, BETA", LMX1B
10527,602576,LFNG O-FUCOSYLPEPTIDE 3-BETA-N-ACETYLGLUCOSAMINYLTRANSFERASE, LFNG
10528,602577,MFNG O-FUCOSYLPEPTIDE 3-BETA-N-ACETYLGLUCOSAMINYLTRANSFERASE, MFNG
10529,602578,RFNG O-FUCOSYLPEPTIDE 3-BETA-N-ACETYLGLUCOSAMINYLTRANSFERASE, RFNG
10530,602579,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ib", CDG1B
10531,602580,GOLGIN A2, GOLGA2
10532,602581,GOLGIN A3, GOLGA3
10533,602582,DELTEX E3 UBIQUITIN LIGASE 1, DTX1
10534,602583,G PROTEIN-COUPLED RECEPTOR 37, GPR37
10535,602584,RETICULOCALBIN 2, RCN2
10536,602585,FEINGOLD SYNDROME 1,
10537,602586,CHIMERIN 2,
10538,602587,ACYL-CoA THIOESTERASE 7, ACOT7
10539,602588,BRANCHIOOTIC SYNDROME 1, BOS1
10540,602589,FUCOSYLTRANSFERASE 8, FUT8
10541,602590,p21 PROTEIN-ACTIVATED KINASE 1, PAK1
10542,602591,KINESIN FAMILY MEMBER 2A, KIF2A
10543,602592,LYMPHOCYTE ANTIGEN CD5-LIKE, CD5L
10544,602593,CORNEODESMOSIN, CDSN
10545,602594,RETINITIS PIGMENTOSA 22, RP22
10546,602595,GEM NUCLEAR ORGANELLE-ASSOCIATED PROTEIN 2, GEMIN2
10547,602596,"PANCREATIC LYMPHOMA, FAMILIAL",
10548,602597,B-CELL CLL/LYMPHOMA 9, BCL9
10549,602598,"PROSTAGLANDIN D SYNTHASE, HEMATOPOIETIC", HPGDS
10550,602599,"SOLUTE CARRIER FAMILY 22 (ORGANIC CATION TRANSPORTER), MEMBER 18",
10551,602600,LOW DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN 8, LRP8
10552,602601,"LOW DENSITY LIPOPROTEIN, OXIDIZED, RECEPTOR 1", OLR1
10553,602602,SECRETED AND TRANSMEMBRANE 1, SECTM1
10554,602603,"MAGO HOMOLOG, EXON JUNCTION COMPLEX SUBUNIT", MAGOH
10555,602604,"POTASSIUM CHANNEL, INWARDLY RECTIFYING, SUBFAMILY J, MEMBER 12",
10556,602605,"ZINC FINGER, MYM-TYPE 2",
10557,602606,CART PREPROPEPTIDE, CARTPT
10558,602607,"SOLUTE CARRIER FAMILY 22 (ORGANIC CATION TRANSPORTER), MEMBER 1", SLC22A1
10559,602608,"SOLUTE CARRIER FAMILY 22 (ORGANIC CATION TRANSPORTER), MEMBER 2", SLC22A2
10560,602609,"PHOSPHATIDYLINOSITOL 3-KINASE, CLASS 3", PIK3C3
10561,602610,"PHOSPHATIDYLINOSITOL 3-KINASE, REGULATORY SUBUNIT 4", PIK3R4
10562,602611,"SPONDYLOEPIPHYSEAL DYSPLASIA WITH CORONAL CRANIOSYNOSTOSIS, CATARACTS, CLEFT PALATE, AND IMPAIRED INTELLECTUAL DEVELOPMENT",
10563,602612,"CAMPTODACTYLY, MYOPIA, AND FIBROSIS OF THE MEDIAL RECTUS MUSCLE OF EYE",
10564,602613,"SKELETAL DYSPLASIA AND PROGRESSIVE CENTRAL NERVOUS SYSTEM DEGENERATION, LETHAL",
10565,602614,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 7, MAP3K7
10566,602615,TAK1-BINDING PROTEIN 1, TAB1
10567,602616,"ALPHA-1,6-MANNOSYL-GLYCOPROTEIN BETA-1,2-N-ACETYLGLUCOSAMINYLTRANSFERASE", MGAT2
10568,602617,FORKHEAD BOX E1, FOXE1
10569,602618,C-TERMINAL-BINDING PROTEIN 1, CTBP1
10570,602619,C-TERMINAL-BINDING PROTEIN 2, CTBP2
10571,602620,LEGUMAIN, LGMN
10572,602621,COXSACKIEVIRUS AND ADENOVIRUS RECEPTOR, CXADR
10573,602622,DEOXYRIBONUCLEASE I-LIKE 2, DNASE1L2
10574,602623,FK506-BINDING PROTEIN 5, FKBP5
10575,602624,JAGGED 2,
10576,602625,"MEMBRANE-ASSOCIATED GUANYLATE KINASE, WW AND PDZ DOMAINS-CONTAINING, 1", MAGI1
10577,602626,INTERLEUKIN 1 RECEPTOR ACCESSORY PROTEIN, IL1RAP
10578,602627,CELL DIVISION CYCLE 6, CDC6
10579,602628,FORKHEAD BOX N3, FOXN3
10580,602629,"DYSTONIA 6, TORSION", DYT6
10581,602630,TRANSFORMING GROWTH FACTOR-BETA-INDUCED FACTOR, TGIF
10582,602631,"SOLUTE CARRIER FAMILY 22 (ORGANIC CATION TRANSPORTER), MEMBER 18", SLC22A18
10583,602632,PODOCALYXIN-LIKE, PODXL
10584,602633,FOUR-AND-A-HALF LIM DOMAINS 2, FHL2
10585,602634,"DNAJ/HSP40 HOMOLOG, SUBFAMILY B, MEMBER 9", DNAJB9
10586,602635,DEAF1 TRANSCRIPTION FACTOR, DEAF1
10587,602636,"PROTEIN PHOSPHATASE 1, REGULATORY SUBUNIT 8", PPP1R8
10588,602637,SECRETED PHOSPHOPROTEIN 2, SPP2
10589,602638,MINICHROMOSOME MAINTENANCE COMPLEX COMPONENT 4, MCM4
10590,602639,"TOOTH AGENESIS, SELECTIVE, 2", STHAG2
10591,602640,N-ACETYLATED ALPHA-LINKED ACIDIC DIPEPTIDASE-LIKE 1, NAALADL1
10592,602641,"EUKARYOTIC TRANSLATION INITIATION FACTOR 4A, ISOFORM 1", EIF4A1
10593,602642,"TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY, MEMBER 11", TNFSF11
10594,602643,"TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY, MEMBER 11B", TNFRSF11B
10595,602644,TETRASPANIN 4, TSPAN4
10596,602645,SEMAPHORIN 3C, SEMA3C
10597,602646,G PROTEIN-COUPLED RECEPTOR 35, GPR35
10598,602647,NUCLEAR RNA EXPORT FACTOR 1, NXF1
10599,602648,ATYPICAL CHEMOKINE RECEPTOR 2, ACKR2
10600,602649,COLD-INDUCIBLE RNA-BINDING PROTEIN, CIRBP
10601,602650,SPECKLE-TYPE BTB/POZ PROTEIN, SPOP
10602,602651,NARDILYSIN, NRD1
10603,602652,KALLIKREIN-RELATED PEPTIDASE 6, KLK6
10604,602653,"TECTORIN, BETA", TECTB
10605,602654,"FERM, ARHGEF, AND PLECKSTRIN DOMAINS-CONTAINING PROTEIN 1", FARP1
10606,602655,"SOLUTE CARRIER FAMILY 4 (ANION EXCHANGER), MEMBER 1, ADAPTOR PROTEIN", SLC4A1AP
10607,602656,ENDONUCLEASE III-LIKE 1, NTHL1
10608,602657,ADHESION G PROTEIN-COUPLED RECEPTOR G2,
10609,602658,PHOSPHODIESTERASE 2A, PDE2A
10610,602659,MENAGE A TROIS 1, MNAT1
10611,602660,"TUBULIN, BETA-4B", TUBB4B
10612,602661,"TUBULIN, BETA-3", TUBB3
10613,602662,"TUBULIN, BETA-4A", TUBB4A
10614,602663,PROLACTIN-RELEASING HORMONE, PRLH
10615,602664,"CASPASE 4, APOPTOSIS-RELATED CYSTEINE PROTEASE", CASP4
10616,602665,"CASPASE 5, APOPTOSIS-RELATED CYSTEINE PROTEASE", CASP5
10617,602666,MYOSIN XVA, MYO15A
10618,602667,NIBRIN, NBN
10619,602668,MYOTONIC DYSTROPHY 2, DM2
10620,602669,PAIRED-LIKE HOMEODOMAIN TRANSCRIPTION FACTOR 3, PITX3
10621,602670,"POLYMERASE, DNA, EPSILON-2", POLE2
10622,602671,"SOLUTE CARRIER FAMILY 37 (GLUCOSE-6-PHOSPHATE TRANSPORTER), MEMBER 4", SLC37A4
10623,602672,RAS-ASSOCIATED PROTEIN RAB13, RAB13
10624,602673,KALLIKREIN-RELATED PEPTIDASE 10, KLK10
10625,602674,HESX HOMEOBOX 1,
10626,602675,ARGINYL AMINOPEPTIDASE, RNPEP
10627,602676,PHOSPHODIESTERASE 6D, PDE6D
10628,602677,RING FINGER PROTEIN 5, RNF5
10629,602678,MAP/MICROTUBULE AFFINITY-REGULATING KINASE 3, MARK3
10630,602679,"PHOSPHATE CYTIDYLYLTRANSFERASE 2, ETHANOLAMINE", PCYT2
10631,602680,RHO GTPase-ACTIVATING PROTEIN 5, ARHGAP5
10632,602681,FORKHEAD BOX O3A, FOXO3A
10633,602682,ADHESION G PROTEIN-COUPLED RECEPTOR B1, ADGRB1
10634,602683,ADHESION G PROTEIN-COUPLED RECEPTOR B2, ADGRB2
10635,602684,ADHESION G PROTEIN-COUPLED RECEPTOR B3, ADGRB3
10636,602685,INTELLECTUAL DEVELOPMENTAL DISORDER WITH SPASTICITY AND PIGMENTARY TAPETORETINAL DEGENERATION,
10637,602686,MITOTIC ARREST DEFICIENT 1 LIKE 1, MAD1L1
10638,602687,AURORA KINASE A,
10639,602688,HETEROGENEOUS NUCLEAR RIBONUCLEOPROTEIN A/B, HNRNPAB
10640,602689,FASCIN ACTIN-BUNDLING PROTEIN 1, FSCN1
10641,602690,"SUCCINATE DEHYDROGENASE COMPLEX, SUBUNIT D", SDHD
10642,602691,NUCLEAR RECEPTOR COACTIVATOR 1, NCOA1
10643,602692,GLIOMA PATHOGENESIS-RELATED PROTEIN 1, GLIPR1
10644,602693,MINICHROMOSOME MAINTENANCE COMPLEX COMPONENT 3, MCM3
10645,602694,NADH-UBIQUINONE OXIDOREDUCTASE Fe-S PROTEIN 4, NDUFS4
10646,602695,"TUMOR NECROSIS FACTOR LIGAND SUPERFAMILY, MEMBER 12", TNFSF12
10647,602696,MINICHROMOSOME MAINTENANCE COMPLEX COMPONENT 5, MCM5
10648,602697,"PURINERGIC RECEPTOR P2Y, G PROTEIN-COUPLED, 11", P2RY11
10649,602698,"NUCLEAR FACTOR OF ACTIVATED T CELLS, CYTOPLASMIC, CALCINEURIN-DEPENDENT 3", NFATC3
10650,602699,"NUCLEAR FACTOR OF ACTIVATED T CELLS, CYTOPLASMIC, CALCINEURIN-DEPENDENT 4", NFATC4
10651,602700,"E1A-BINDING PROTEIN, 300-KD", EP300
10652,602701,SARCOLEMMAL-ASSOCIATED PROTEIN, SLMAP
10653,602702,PERILIPIN 3, PLIN3
10654,602703,"KATANIN, p80 SUBUNIT, B1", KATNB1
10655,602704,MDM4 REGULATOR OF p53, MDM4
10656,602705,SYNAPSIN III, SYN3
10657,602706,"PROTEASOME 26S SUBUNIT, ATPase, 1", PSMC1
10658,602707,"PROTEASOME 26S SUBUNIT, ATPase, 4", PSMC4
10659,602708,"PROTEASOME 26S SUBUNIT, ATPase, 6", PSMC6
10660,602709,"AMYLOID BETA A4 PRECURSOR PROTEIN-BINDING, FAMILY B, MEMBER 1", APBB1
10661,602710,"AMYLOID BETA A4 PRECURSOR PROTEIN-BINDING, FAMILY B, MEMBER 2", APBB2
10662,602711,"AMYLOID BETA A4 PRECURSOR PROTEIN-BINDING, FAMILY B, MEMBER 3", APBB3
10663,602712,"AMYLOID BETA A4 PRECURSOR PROTEIN-BINDING, FAMILY A, MEMBER 2", APBA2
10664,602713,A DISINTEGRIN AND METALLOPROTEINASE DOMAIN 9, ADAM9
10665,602714,A DISINTEGRIN AND METALLOPROTEINASE DOMAIN 12, ADAM12
10666,602715,LEIOMODIN 1, LMOD1
10667,602716,NEPHRIN, NPHS1
10668,602717,"GLUTAMATE RECEPTOR, IONOTROPIC, N-METHYL-D-ASPARTATE, SUBUNIT 2D", GRIN2D
10669,602718,TRANSFORMER 2 ALPHA HOMOLOG, TRA2A
10670,602719,TRANSFORMER 2 BETA HOMOLOG, TRA2B
10671,602720,PARAOXONASE 3, PON3
10672,602721,DNA MEIOTIC RECOMBINASE 1, DMC1
10673,602722,"RENAL TUBULAR ACIDOSIS, DISTAL, 3, WITH OR WITHOUT SENSORINEURAL HEARING LOSS", DRTA3
10674,602723,PSORIASIS 2, PSORS2
10675,602724,SEPTIN 5, SEPT5
10676,602725,INTERFERON-RELATED DEVELOPMENTAL REGULATOR 2, IFRD2
10677,602726,CHLORIDE CHANNEL 6, CLCN6
10678,602727,CHLORIDE CHANNEL 7, CLCN7
10679,602728,"SCAVENGER RECEPTOR CLASS A, MEMBER 3", SCARA3
10680,602729,"GAMMA-AMINOBUTYRIC ACID RECEPTOR, PI", GABRP
10681,602730,"ACTIVIN A RECEPTOR, TYPE IIB", ACVR2B
10682,602731,FYN-BINDING PROTEIN 1, FYB1
10683,602732,RHO GTPase-ACTIVATING PROTEIN 1, ARHGAP1
10684,602733,"ALDEHYDE DEHYDROGENASE, FAMILY 9, SUBFAMILY A, MEMBER 1", ALDH9A1
10685,602734,PLASTIN 1, PLS1
10686,602735,RETICULOCALBIN 1, RCN1
10687,602736,"ATP SYNTHASE MEMBRANE SUBUNIT C, LOCUS 3", ATP5MC3
10688,602737,"CHEMOKINE, CC MOTIF, LIGAND 21", CCL21
10689,602738,KARYOPHERIN BETA-1, KPNB1
10690,602739,"PROTEIN KINASE, AMP-ACTIVATED, CATALYTIC, ALPHA-1", PRKAA1
10691,602740,"PROTEIN KINASE, AMP-ACTIVATED, NONCATALYTIC, BETA-1", PRKAB1
10692,602741,"PROTEIN KINASE, AMP-ACTIVATED, NONCATALYTIC, BETA-2", PRKAB2
10693,602742,"PROTEIN KINASE, AMP-ACTIVATED, NONCATALYTIC, GAMMA-1", PRKAG1
10694,602743,"PROTEIN KINASE, AMP-ACTIVATED, NONCATALYTIC, GAMMA-2", PRKAG2
10695,602744,GLYCERONEPHOSPHATE O-ACYLTRANSFERASE, GNPAT
10696,602745,"PHOSPHATIDYLINOSITOL 4-PHOSPHATE 5-KINASE, TYPE I, BETA", PIP5K1B
10697,602746,"TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY, MEMBER 14", TNFRSF14
10698,602747,DUAL-SPECIFICITY PHOSPHATASE 4, DUSP4
10699,602748,DUAL-SPECIFICITY PHOSPHATASE 6, DUSP6
10700,602749,DUAL-SPECIFICITY PHOSPHATASE 7, DUSP7
10701,602750,D-DOPACHROME TAUTOMERASE, DDT
10702,602751,BTB AND CNC HOMOLOGY 1, BACH1
10703,602752,RANBP2-LIKE AND GRIP DOMAIN-CONTAINING PROTEIN 8, RGPD8
10704,602753,PAIRED-LIKE HOMEOBOX 2A, PHOX2A
10705,602754,"POTASSIUM CHANNEL, CALCIUM-ACTIVATED, INTERMEDIATE/SMALL CONDUCTANCE, SUBFAMILY N, MEMBER 4", KCNN4
10706,602755,CYCLIN B2, CCNB2
10707,602756,EPHRIN A2, EFNA2
10708,602757,EPHRIN RECEPTOR EphB6, EPHB6
10709,602758,"PHOSPHATIDYLINOSITOL 4-KINASE, BETA", PI4KB
10710,602759,"PROSTATE CANCER, HEREDITARY, 8", HPC8
10711,602760,"KERATIN 32, TYPE I", KRT32
10712,602761,"KERATIN 33A, TYPE I", KRT33A
10713,602762,"KERATIN 33B, TYPE I", KRT33B
10714,602763,"KERATIN 34, TYPE I", KRT34
10715,602764,"KERATIN 35, TYPE I", KRT35
10716,602765,"KERATIN 83, TYPE II", KRT83
10717,602766,"KERATIN 84, TYPE II", KRT84
10718,602767,"KERATIN 85, TYPE II", KRT85
10719,602768,DELTA-LIKE CANONICAL NOTCH LIGAND 3, DLL3
10720,602769,DNA METHYLTRANSFERASE 3A, DNMT3A
10721,602770,CHROMOBOX 2, CBX2
10722,602771,CONGENITAL MYOPATHY 3 WITH RIGID SPINE, CMYO3
10723,602772,RETINITIS PIGMENTOSA 25, RP25
10724,602773,"SOLUTE CARRIER FAMILY 49, MEMBER 4", SLC49A4
10725,602774,RAD51 PARALOG C, RAD51C
10726,602775,SHOC2 LEUCINE-RICH REPEAT SCAFFOLD PROTEIN, SHOC2
10727,602776,"REV3-LIKE, DNA-DIRECTED POLYMERASE ZETA CATALYTIC SUBUNIT", REV3L
10728,602777,"SMALL NUCLEAR RNA-ACTIVATING PROTEIN COMPLEX, POLYPEPTIDE 4", SNAPC4
10729,602778,"NUCLEAR RECEPTOR SUBFAMILY 6, GROUP A, MEMBER 1", NR6A1
10730,602779,COAGULATION FACTOR II RECEPTOR-LIKE 3, F2RL3
10731,602780,HYPERPOLARIZATION-ACTIVATED CYCLIC NUCLEOTIDE-GATED POTASSIUM CHANNEL 1, HCN1
10732,602781,HYPERPOLARIZATION-ACTIVATED CYCLIC NUCLEOTIDE-GATED POTASSIUM CHANNEL 2, HCN2
10733,602782,HISTIOCYTOSIS-LYMPHADENOPATHY PLUS SYNDROME,
10734,602783,"SPG7 MATRIX AAA PEPTIDASE SUBUNIT, PARAPLEGIN", SPG7
10735,602784,CORTISTATIN, CORT
10736,602785,"H1 HISTONE FAMILY, MEMBER X", H1FX
10737,602786,"HISTONE GENE CLUSTER 1, H2A HISTONE FAMILY, MEMBER E", HIST1H2AE
10738,602787,"HISTONE GENE CLUSTER 1, H2A HISTONE FAMILY, MEMBER I", HIST1H2AI
10739,602788,"HISTONE GENE CLUSTER 1, H2A HISTONE FAMILY, MEMBER K", HIST1H2AK
10740,602789,FOUR-AND-A-HALF LIM DOMAINS 1,
10741,602790,FOUR-AND-A-HALF LIM DOMAINS 3, FHL3
10742,602791,"HISTONE GENE CLUSTER 1, H2A HISTONE FAMILY, MEMBER J", HIST1H2AJ
10743,602792,"HISTONE GENE CLUSTER 1, H2A HISTONE FAMILY, MEMBER D", HIST1H2AD
10744,602793,"HISTONE GENE CLUSTER 1, H2A HISTONE FAMILY, MEMBER L", HIST1H2AL
10745,602794,"HISTONE GENE CLUSTER 1, H2A HISTONE FAMILY, MEMBER C", HIST1H2AC
10746,602795,"HISTONE GENE CLUSTER 1, H2A HISTONE FAMILY, MEMBER B", HIST1H2AB
10747,602796,"HISTONE GENE CLUSTER 1, H2A HISTONE FAMILY, MEMBER M", HIST1H2AM
10748,602797,"HISTONE GENE CLUSTER 2, H2A HISTONE FAMILY, MEMBER C", HIST2H2AC
10749,602798,"HISTONE GENE CLUSTER 1, H2B HISTONE FAMILY, MEMBER G", HIST1H2BG
10750,602799,"HISTONE GENE CLUSTER 1, H2B HISTONE FAMILY, MEMBER D", HIST1H2BD
10751,602800,"HISTONE GENE CLUSTER 1, H2B HISTONE FAMILY, MEMBER L", HIST1H2BL
10752,602801,"HISTONE GENE CLUSTER 1, H2B HISTONE FAMILY, MEMBER N", HIST1H2BN
10753,602802,"HISTONE GENE CLUSTER 1, H2B HISTONE FAMILY, MEMBER M", HIST1H2BM
10754,602803,"HISTONE GENE CLUSTER 1, H2B HISTONE FAMILY, MEMBER B", HIST1H2BB
10755,602804,"HISTONE GENE CLUSTER 1, H2B HISTONE FAMILY, MEMBER F", HIST1H2BF
10756,602805,"HISTONE GENE CLUSTER 1, H2B HISTONE FAMILY, MEMBER E", HIST1H2BE
10757,602806,"HISTONE GENE CLUSTER 1, H2B HISTONE FAMILY, MEMBER H", HIST1H2BH
10758,602807,"HISTONE GENE CLUSTER 1, H2B HISTONE FAMILY, MEMBER I", HIST1H2BI
10759,602808,"HISTONE GENE CLUSTER 1, H2B HISTONE FAMILY, MEMBER O", HIST1H2BO
10760,602809,KINESIN FAMILY MEMBER 5B, KIF5B
10761,602810,"HISTONE GENE CLUSTER 1, H3 HISTONE FAMILY, MEMBER A", HIST1H3A
